Type d'équipement ;Is Loading Bay Item ;Zone spécifique du quai de chargement ;Nom ;Numéro d'asset ;Fabricant ;Modèle ;Nom de la salle ;Nom de baie ;Slot U ;Nom du châssis ;Module Slot ;Type ;Autre type ;SHORT_NAME ;SERIAL NUMBER ;End_Move_Target ;ASSET_TAG ;ASSET_ID ;Equipement approximé ;Type de puissance ;Puissance nominale (kW);Puissance typique (kW);Puissance spécifiée par l'utilisateur (kW);Facteur de charge (%);Puissance en entrée (kW);Type de phase ;Statut de l'équipement ;Nombre de cordons ;Nombre de cordons connectés ;Nombre de cordons actifs ;Nombre de cordons requis ;Onduleurs (UPS) ;Cordon électrique 1 PDU ;Cordon électrique 1 Prise de courant ;Cordon électrique 1 Socket Circuit ;Cordon électrique 2 PDU ;Cordon électrique 2 Prise de courant ;Cordon électrique 1 Alimentation électrique ;Cordon électrique 1 Type de prise ;Cordon électrique 3 PDU ;Cordon électrique 3 Prise de courant ;Cordon électrique 2 Socket Circuit ;Cordon électrique 1 Disjoncteur ;Cordon électrique 1 Socket Phase ;Cordon électrique 4 PDU ;Cordon électrique 4 Prise de courant ;Cordon électrique 2 Type de prise ;Cordon électrique 2 Alimentation électrique ;Cordon électrique 2 Disjoncteur ;Cordon électrique 2 Socket Phase ;Etat d'installation ;Date d'installation (dd/mm/yyyy);Cordon électrique 3 Alimentation électrique ;Cordon électrique 3 Disjoncteur ;Date de décommissionnement (dd/mm/yyyy);Repérage ID ;Cordon électrique 4 Alimentation électrique ;Cordon électrique 4 Disjoncteur ;Montage ;Sens de montage ;Style de montage ;LONG_NAME ;Lames installées ;Allée ;Cage ;Zone ;Hauteur (U);Largeur (m);Profondeur (m);Poids (kg);Synchronisé avec Gateway ;ID Système externe ;ID Système Asset ;ID Système Baie ;ID Système Châssis 
Equipements IT;;;Data_Rack:Slot 32;;;Patch (48 Ports);P3;Data_Rack;32;;;Patch Panel;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;On;0;0;;;Non défini;;;;;;;;;;;;;;;;;;;Installé;2019-05-22T00:00:00.000Z;;;;Data_Rack:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.45;0.1;2;;0;4002622-213528;4002628-213681;
Equipements IT;;;Data_Rack:Slot 34;;Edge-Core;AS4610-54T;P3;Data_Rack;34;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.093;;;50;0.046;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-01T00:00:00.000Z;;;;Data_Rack:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.44;0.35;5.38;;0;4002622-213534;4002628-213681;
Equipements IT;;;Data_Rack:Slot 36;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;36;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002622-213539;4002628-213681;
Equipements IT;;;Data_Rack:Slot 38;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;38;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002623-213544;4002628-213681;
Equipements IT;;;Data_Rack:Slot 40;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;40;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 40;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002623-213549;4002628-213681;
Equipements IT;;;Data_Rack:Slot 42;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;42;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 42;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002623-213554;4002628-213681;
Equipements IT;;;Data_Rack:Slot 44;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;44;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 44;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002623-213559;4002628-213681;
Equipements IT;;;Data_Rack:Slot 46;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;46;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 46;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002624-213564;4002628-213681;
Equipements IT;;;Data_Rack:Slot 48;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;48;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 48;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002624-213569;4002628-213681;
Equipements IT;;;Data_Rack:Slot 50;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;50;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 50;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002624-213574;4002628-213681;
Equipements IT;;;CH147;;HP;BladeSystem c7000 Enclosure (Fully Populated);P3;N08;1;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;6.971;;;50;3.486;Monophasé;On;6;6;6;4;Multiple Source;Q429B;Non défini;;Q429C;Non défini;TDI_P3B;;Q429B;Non défini;;Q429B (32 A);;;;;TDI_P3C;Q429C (32 A);;Installé;2021-07-06T00:00:00.000Z;TDI_P3B;Q429B (32 A);;N08:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;CH147;;;;;10;0.445;0.813;204;;0;1825752-175445;16880372-247447;
Equipements IT;;;SWC2P3OS2;RN000490;Cisco;Cisco Nexus N9K C93108TC-EX;P3;N08;34;;;Switchs (Commutateurs);;SWC2P3OS2;FDO21281YD3;0;RN000490;M-0000821231;0;Puissance nominale et facteur;0.537;;;39.1;0.21;Monophasé;On;2;2;2;1;Multiple Source;Q429B;Non défini;;Q429C;Non défini;TDI_P3B;;;;;Q429B (32 A);;;;;TDI_P3C;Q429C (32 A);;Installé;2018-04-19T00:00:00.000Z;;;;N08:Slot 34;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P3OS2;;;;;1;0.439;0.571;10.1;;0;16880364-247316;16880372-247447;
Equipements IT;;;SWC2P3OS1;RN000491;Cisco;Cisco Nexus N9K C93108TC-EX;P3;N08;35;;;Switchs (Commutateurs);;SWC2P3OS1;FDO212702PQ;0;RN000491;M-0000821230;0;Puissance nominale et facteur;0.537;;;39.1;0.21;Monophasé;On;2;2;2;1;Multiple Source;Q429B;Non défini;;Q429C;Non défini;TDI_P3B;;;;;Q429B (32 A);;;;;TDI_P3C;Q429C (32 A);;Installé;2018-04-19T00:00:00.000Z;;;;N08:Slot 35;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P3OS1;;;;;1;0.439;0.571;10.1;;0;16880364-247320;16880372-247447;
Equipements IT;;;SWC2P325_Fex111;;Cisco;Nexus 2232PP 10GE Fabric Extender;P3;N08;37;;;Serveurs;;0;FOX1905G96Y;0;0;M-0000821231;0;Puissance nominale et facteur;0.694;;;50;0.347;Monophasé;On;2;2;2;1;Multiple Source;Q429B;Non défini;;Q429C;Non défini;TDI_P3B;;;;;Q429B (32 A);;;;;TDI_P3C;Q429C (32 A);;Installé;2019-04-11T00:00:00.000Z;;;;N08:Slot 37;;;Avant;Pas de rotation;Monté(s) en baie;SWC2P325_Fex111;;;;;1;0.439;0.45;8.3;;0;4057500-177159;16880372-247447;
Equipements IT;;;SWC2P324_Fex111;;Cisco;Nexus 2232PP 10GE Fabric Extender;P3;N08;38;;;Serveurs;;0;FOX1845G0SZ;0;0;M-0000821230;0;Puissance nominale et facteur;0.694;;;50;0.347;Monophasé;On;2;2;2;1;Multiple Source;Q429B;Non défini;;Q429C;Non défini;TDI_P3B;;;;;Q429B (32 A);;;;;TDI_P3C;Q429C (32 A);;Installé;2019-04-11T00:00:00.000Z;;;;N08:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;SWC2P324_Fex111;;;;;1;0.439;0.45;8.3;;0;4057495-177156;16880372-247447;
Equipements IT;;;CH110;RN000409;HP;BladeSystem c7000 Enclosure (Fully Populated);P3;M08;1;;;Serveurs;;CH110;CZ37257V2A;0;RN000409;M-0000808471;0;Puissance nominale et facteur;6.971;;;50;3.486;Monophasé;On;6;6;6;4;Multiple Source;Q430A;Prise 1;;Q430C;Prise 1;TDI_P3A;;Q430A;Prise 7;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2018-03-06T00:00:00.000Z;TDI_P3A;Q430A (16 A);;M08:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;CH110;;;;;10;0.445;0.813;204;;0;16880383-247454;16880392-247618;
Equipements IT;;;PSYCHO21;RN002559;IBM;QRadar xx29;P3;M08;30;;;Serveurs;;0;7803733;0;RN002559;0;0;Puissance nominale et facteur;0.75;;;50;0.375;Monophasé;On;2;2;2;1;Multiple Source;Q430A;Prise 9;;Q430C;Prise 9;TDI_P3A;;;;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2020-08-17T00:00:00.000Z;;;;M08:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;PSYCHO21;;;;;2;0.445;0.719;34.019;;0;316699-183318;16880392-247618;
Equipements IT;;;PSYCHO23;RN002561;IBM;QRadar xx29;P3;M08;32;;;Serveurs;;0;7803725;0;RN002561;0;0;Puissance nominale et facteur;0.75;;;50;0.375;Monophasé;On;2;2;2;1;Multiple Source;Q430A;Prise 15;;Q430C;Prise 15;TDI_P3A;;;;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2020-08-17T00:00:00.000Z;;;;M08:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;PSYCHO23;;;;;2;0.445;0.719;34.019;;0;342642-183561;16880392-247618;
Equipements IT;;;PSYCHO101;RN002564;IBM;QRadar QFlow Collector 1201/1501;P3;M08;34;;;Serveurs;;0;7803603;0;RN002564;0;0;Puissance nominale et facteur;0.75;;;50;0.375;Monophasé;On;2;2;2;1;Multiple Source;Q430A;Prise 14;;Q430C;Prise 14;TDI_P3A;;;;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2020-08-17T00:00:00.000Z;;;;M08:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;PSYCHO101;;;;;1;0.434;0.714;20;;0;136971-182974;16880392-247618;
Equipements IT;;;PSYCHO103;RN002565;IBM;QRadar QFlow Collector 1201/1501;P3;M08;35;;;Serveurs;;0;7803604;0;RN002565;0;0;Puissance nominale et facteur;0.75;;;50;0.375;Monophasé;On;2;2;2;1;Multiple Source;Q430A;Prise 3;;Q430C;Prise 3;TDI_P3A;;;;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2020-08-17T00:00:00.000Z;;;;M08:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;PSYCHO103;;;;;1;0.434;0.714;20;;0;195135-183057;16880392-247618;
Equipements IT;;;SWC2P325_FEX103;RN002575;Cisco ;Nexus 2348UPQ Fabric Extender (Port Side Airflow Intake);P3;M08;37;;;Switchs (Commutateurs);;0;FOC2235R04L;0;0;0;0;Puissance nominale et facteur;0.2;;;62.5;0.125;Monophasé;On;2;2;2;1;Multiple Source;Q430A;Prise 8;;Q430C;Prise 8;TDI_P3A;;;;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2019-04-11T00:00:00.000Z;;;;M08:Slot 37;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P325_FEX103;;;;;1;0.439;0.357;7.3;;0;916074-183924;16880392-247618;
Equipements IT;;;SWC2P324_FEX103;RN002576;Cisco ;Nexus 2348UPQ Fabric Extender (Port Side Airflow Intake);P3;M08;38;;;Switchs (Commutateurs);;0;FOC2223R1L2;0;0;0;0;Puissance nominale et facteur;0.2;;;62.5;0.125;Monophasé;On;2;2;2;1;Multiple Source;Q430A;Prise 2;;Q430C;Prise 2;TDI_P3A;;;;;Q430A (16 A);;;;;TDI_P3C;Q430C (16 A);;Installé;2019-04-11T00:00:00.000Z;;;;M08:Slot 38;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P324_FEX103;;;;;1;0.439;0.357;7.3;;0;845994-182835;16880392-247618;
Equipements IT;;;BL681;AF046388;HP;BladeSystem c7000 Enclosure (Fully Loaded);P3;L08;1;;;Serveurs;;BL681;GB8011MVXP;0;AF046388;M-0000303418;0;Puissance nominale et facteur;6.971;;;50;3.486;Monophasé;On;6;6;4;4;Multiple Source;Q205A;Prise 3;;Q205A;Prise 4;TDI_P3A;;Q205A;Prise 5;;Q205A (16 A);;;;;TDI_P3A;Q205A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P3A;Q205A (16 A);;L08:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;BL681;;;;;10;0.445;0.813;204;;0;16880401-247625;16880410-247778;
Equipements IT;;;SARCOC202;AF047619;MCDATA;SPHEREON 4700 - approximated;P3;L08;23;;;Serveurs;;0;0;0;0;M-0000265332;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;1;1;Single Source;Q205A;Prise 2;;Q205C;Prise 2;TDI_P3A;;;;;Q205A (16 A);;;;;TDI_P3C;Q205C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;L08:Slot 23;;;Arrière;Pas de rotation;Monté(s) en baie;SARCOC202;;;;;1;0.44;0.5;0;;0;16880402-247650;16880410-247778;
Equipements IT;;;VCC2MPS2;AF047568;CODIAN;MCU 4510;P3;L08;25;;;Serveurs;;VCC2MPS2;SM0047EC;0;TMS_UNKNOWN;M-0000263947;0;Puissance nominale et facteur;0.2;;;51.551;0.103;Monophasé;On;2;2;1;1;Single Source;Q92A;Prise 8;;Q92C;Non défini;TDI_P3A;;;;;Q92A (16 A);;;;;TDI_P3C;Q92C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;L08:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;VCC2MPS2;;;;;1.933;0.445;0.661;27.22;;0;16880402-247656;16880410-247778;
Equipements IT;;;SUM517;AF047974;Sun;SPARC Enterprise M5000;P3;K08;2;;;Serveurs;;SUM517;BCF092506H;0;AF047974;M-0000287476;0;Puissance nominale et facteur;3.738;;;51.551;1.927;Monophasé;On;4;4;4;4;Multiple Source;Q172A;Prise 2;;Q172C;Prise 2;TDI_P3A;;Q172A;Prise 3;;Q172A (16 A);;;;;TDI_P3C;Q172C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P3A;Q172A (16 A);;K08:Slot 02;;;Avant;Pas de rotation;Monté(s) en baie;SUM517;;;;;10;0.444;0.81;125;;0;16880420-247783;16880429-247938;
Equipements IT;;;SU325;2658669;Sun;SunFire V240;P3;K08;23;;;Serveurs;;ZUN1;TN40310317;0;2658669;M-1000036837;0;Puissance nominale et facteur;0.48;;;51.551;0.247;Monophasé;On;2;2;2;2;Multiple Source;Q172A;Prise 5;;Q172C;Prise 5;TDI_P3A;;;;;Q172A (16 A);;;;;TDI_P3C;Q172C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;K08:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;SU325;;;;;2;0.425;0.635;19;;0;16880420-247807;16880429-247938;
Equipements IT;;;TULLY9;2886804;Sun;SPARC Enterprise T5220;P3;K08;25;;;Serveurs;;TULLY9;BEL0825PKZ;0;2886804;M-0000255295;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;2;2;Multiple Source;Q172A;Prise 4;;Q172C;Prise 4;TDI_P3A;;;;;Q172A (16 A);;;;;TDI_P3C;Q172C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;K08:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;TULLY9;;;;;2;0.425;0.714;23.81;;0;16880421-247812;16880429-247938;
Equipements IT;;;CQ619;2886740;Hp;Proliant DL380 G5;P3;J08;21;;;Serveurs;;CQ619AOC;CZC8093HWH;0;2886740;M-0000252407;0;Puissance nominale et facteur;1.216;;;51.551;0.627;Monophasé;On;2;2;1;1;Single Source;Q344A;Prise 7;;Q344C;Prise 6;TDI_P3A;;;;;Q344A (16 A);;;;;TDI_P3C;Q344C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;J08:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;CQ619;;;;;2;0.445;0.661;27.22;;0;16880439-247963;16880449-248096;
Equipements IT;;;SATI4;AF208144;Citrix;NetScaler MPX 5500 Load Balancer;P3;J08;28;;;Serveurs;;SATI4;AHGX32AAGW;0;AF208144;M-0000638480;0;Puissance nominale et facteur;0.3;;;99.9;0.3;Monophasé;On;1;1;1;1;Single Source;Q243A;Non défini;;;;TDI_P3A;;;;;Q243A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;J08:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;SATI4;;;;;1;0.445;0.552;8.618;;0;16880440-247973;16880449-248096;
Equipements IT;;;TULLY5;2886689;Sun;SunFire T2000;P3;H08;15;;;Serveurs;;TULLY5;0741NNN0FR;0;2886689;M-0000241270;0;Puissance nominale et facteur;0.4;;;51.551;0.206;Monophasé;On;2;2;2;2;Multiple Source;Q225A;Non défini;;Q225C;Non défini;TDI_P3A;;;;;Q225A (16 A);;;;;TDI_P3C;Q225C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;H08:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;TULLY5;;;;;2;0.425;0.617;18;;0;16880459-248114;16880463-248204;
Equipements IT;;;TULLY7;2886690;Sun;SunFire T2000;P3;H08;18;;;Serveurs;;TULLY7;0741NNN0GL;0;2886690;M-0000241272;0;Puissance nominale et facteur;0.4;;;51.551;0.206;Monophasé;On;2;2;2;2;Multiple Source;Q225A;Non défini;;Q225C;Non défini;TDI_P3A;;;;;Q225A (16 A);;;;;TDI_P3C;Q225C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;H08:Slot 18;;;Avant;Pas de rotation;Monté(s) en baie;TULLY7;;;;;2;0.425;0.617;18;;0;16880459-248120;16880463-248204;
Equipements IT;;;SHUGAR3;AF046424;Sun;SPARC Enterprise T5220;P3;H08;34;;;Serveurs;;SHUGAR3;ALK094718B;0;AF046424;M-0000300413;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;2;2;Multiple Source;Q226A;Prise 5;;Q226C;Prise 5;TDI_P3A;;;;;Q226A (16 A);;;;;TDI_P3C;Q226C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;H08:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;SHUGAR3;;;;;2;0.425;0.714;23.81;;0;16880460-248139;16880463-248204;
Equipements IT;;;SU594;AF047869;Sun;SPARC Enterprise T5220;P3;H08;36;;;Serveurs;;SU594ARS;BCL092700H;0;AF047869;M-0000322913;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;2;2;Multiple Source;Q226A;Prise 1;;Q226C;Prise 1;TDI_P3A;;;;;Q226A (16 A);;;;;TDI_P3C;Q226C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;H08:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;SU594;;;;;2;0.425;0.714;23.81;;0;16880460-248144;16880463-248204;
Equipements IT;;;PUG4;AF045195;Dell;PowerEdge R610;P3;G08;14;;;Serveurs;;PUG4;BQVL35J;0;AF045195;M-0000356486;0;Puissance nominale et facteur;0.717;;;51.551;0.37;Monophasé;On;2;2;1;1;Single Source;Q217A;Non défini;;Q217C;Non défini;TDI_P3A;;;;;Q217A (16 A);;;;;TDI_P3C;Q217C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;G08:Slot 14;;;Avant;Pas de rotation;Monté(s) en baie;PUG4;;;;;1;0.445;0.772;17.69;;0;16880468-248223;16880478-248400;
Equipements IT;;;PALME7;AF047872;Sun;SPARC Enterprise T5220;P3;G08;31;;;Serveurs;;PALME7;BEL0907X93;0;AF047872;M-0000289959;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;2;2;Multiple Source;Q217A;Prise 3;;Q217C;Prise 3;TDI_P3A;;;;;Q217A (16 A);;;;;TDI_P3C;Q217C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;G08:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;PALME7;;;;;2;0.425;0.714;23.81;;0;16880469-248243;16880478-248400;
Equipements IT;;;ROKE6;AF047873;Sun;SPARC Enterprise T5220;P3;G08;33;;;Serveurs;;ROKE6;BCL092700F;0;AF047873;M-0000289966;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;2;2;Multiple Source;Q217A;Prise 2;;Q217C;Prise 2;TDI_P3A;;;;;Q217A (16 A);;;;;TDI_P3C;Q217C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;G08:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;ROKE6;;;;;2;0.425;0.714;23.81;;0;16880469-248248;16880478-248400;
Equipements IT;;;PALME8;AF047874;Sun;SPARC Enterprise T5220;P3;G08;35;;;Serveurs;;PALME8;BCL092700D;0;AF047874;M-0000289961;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;2;2;2;2;Multiple Source;Q217A;Prise 1;;Q217C;Prise 1;TDI_P3A;;;;;Q217A (16 A);;;;;TDI_P3C;Q217C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;G08:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;PALME8;;;;;2;0.425;0.714;23.81;;0;16880469-248253;16880478-248400;
Equipements IT;;;VPNSSL2;2886634;Juniper Networks;SA 4000;P3;G08;38;;;Serveurs;;VPNSSL2;1,53E+14;0;2886634;M-0000238551;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;1;1;1;1;Single Source;Q195A;Prise 1;;;;TDI_P3A;;;;;Q195A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;G08:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;VPNSSL2;;;;;1;0.42;0.38;6;;0;16880470-248259;16880478-248400;
Equipements IT;;;HPRX22;2886682;HP;Integrity RX7640;P3;I08;4;;;Serveurs;;HPRX22;DEH4802F17;0;2886682;M-0000241255;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;4;4;2;2;Multiple Source;Q342A;Prise 7;;Q342C;Prise 7;TDI_P3A;;Q342A;Prise 8;;Q342A (16 A);;;;;TDI_P3C;Q342C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P3A;Q342A (16 A);;I08:Slot 04;;;Avant;Pas de rotation;Monté(s) en baie;HPRX22;;;;;10;0.444;0.762;101.6;;0;16880487-248407;16880497-248567;
Equipements IT;;;HPRX33;AF046117;HP;Integrity RX7640;P3;I08;15;;;Serveurs;;HPRX3320;NA;0;AF209779;M-0000293249;0;Puissance nominale et facteur;0.175;;;51.551;0.09;Monophasé;On;4;4;2;2;Multiple Source;Q189A;Prise 5;;Q189C;Prise 5;TDI_P3A;;Q189A;Prise 3;;Q189A (16 A);;;;;TDI_P3C;Q189C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P3A;Q189A (16 A);;I08:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;HPRX33;;;;;10;0.444;0.762;101.6;;0;16880488-248421;16880497-248567;
Equipements IT;;;RABER3;AF046426;HP;Proliant DL380 G6 Server;P3;I08;29;;;Serveurs;;RABER3;GB8015RM92;0;AF046426;M-0000300405;0;Puissance nominale et facteur;1.348;;;51.551;0.695;Monophasé;On;2;2;2;2;Multiple Source;Q189A;Prise 2;;Q189C;Prise 2;TDI_P3A;;;;;Q189A (16 A);;;;;TDI_P3C;Q189C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;I08:Slot 29;;;Avant;Pas de rotation;Monté(s) en baie;RABER3;;;;;2;0.438;0.692;27.216;;0;16880488-248440;16880497-248567;
Equipements IT;;;KINDO3;AF046425;HP;Proliant DL380 G6 Server;P3;I08;31;;;Serveurs;;KINDO3;GB8015RMW7;0;AF046425;M-0000300401;0;Puissance nominale et facteur;1.348;;;51.551;0.695;Monophasé;On;2;2;2;2;Multiple Source;Q189A;Prise 1;;Q189C;Prise 1;TDI_P3A;;;;;Q189A (16 A);;;;;TDI_P3C;Q189C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;I08:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;KINDO3;;;;;2;0.438;0.692;27.216;;0;16880488-248447;16880497-248567;
Equipements IT;;;RCT2SD30;AF047598;Cisco Systems;Catalyst 6509-E;P3;F01;4;;;Switchs (Commutateurs);;0;0;0;0;M-0000231229;0;Puissance nominale et facteur;0.21;;;51.551;0.108;Monophasé;On;2;2;2;2;Multiple Source;Q119A;Prise 9;;Q119B;Prise 9;TDI_P3A;;;;;Q119A (16 A);;;;;TDI_P3B;Q119B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;F01:Slot 04;;;Avant;Pas de rotation;Monté(s) en baie;RCT2SD30;;;;;14;0.445;0.46;86.4;;0;18737496-257296;18737499-257381;
