Type d'équipement ;Is Loading Bay Item ;Zone spécifique du quai de chargement ;Nom ;Numéro d'asset ;Fabricant ;Modèle ;Nom de la salle ;Nom de baie ;Slot U ;Nom du châssis ;Module Slot ;Type ;Autre type ;SHORT_NAME ;SERIAL NUMBER ;End_Move_Target ;ASSET_TAG ;ASSET_ID ;Equipement approximé ;Type de puissance ;Puissance nominale (kW);Puissance typique (kW);Puissance spécifiée par l'utilisateur (kW);Facteur de charge (%);Puissance en entrée (kW);Type de phase ;Statut de l'équipement ;Nombre de cordons ;Nombre de cordons connectés ;Nombre de cordons actifs ;Nombre de cordons requis ;Onduleurs (UPS) ;Cordon électrique 1 PDU ;Cordon électrique 1 Prise de courant ;Cordon électrique 1 Socket Circuit ;Cordon électrique 2 PDU ;Cordon électrique 2 Prise de courant ;Cordon électrique 1 Alimentation électrique ;Cordon électrique 1 Type de prise ;Cordon électrique 3 PDU ;Cordon électrique 3 Prise de courant ;Cordon électrique 2 Socket Circuit ;Cordon électrique 1 Disjoncteur ;Cordon électrique 1 Socket Phase ;Cordon électrique 4 PDU ;Cordon électrique 4 Prise de courant ;Cordon électrique 2 Type de prise ;Cordon électrique 2 Alimentation électrique ;Cordon électrique 2 Disjoncteur ;Cordon électrique 2 Socket Phase ;Etat d'installation ;Date d'installation (dd/mm/yyyy);Cordon électrique 3 Alimentation électrique ;Cordon électrique 3 Disjoncteur ;Date de décommissionnement (dd/mm/yyyy);Repérage ID ;Cordon électrique 4 Alimentation électrique ;Cordon électrique 4 Disjoncteur ;Montage ;Sens de montage ;Style de montage ;LONG_NAME ;Lames installées ;Allée ;Cage ;Zone ;Hauteur (U);Largeur (m);Profondeur (m);Poids (kg);Synchronisé avec Gateway ;ID Système externe ;ID Système Asset ;ID Système Baie ;ID Système Châssis 
Equipements IT;;;Compute3:Slot 11;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;11;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002594-213200;4002607-213451;
Equipements IT;;;Compute3:Slot 12;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;12;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 12;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002594-213204;4002607-213451;
Equipements IT;;;Compute3:Slot 13;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;13;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002594-213208;4002607-213451;
Equipements IT;;;Compute3:Slot 14;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;14;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 14;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002594-213212;4002607-213451;
Equipements IT;;;Compute3:Slot 15;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;15;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002595-213216;4002607-213451;
Equipements IT;;;Compute3:Slot 16;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;16;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002595-213220;4002607-213451;
Equipements IT;;;Compute3:Slot 17;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;17;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 17;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002595-213224;4002607-213451;
Equipements IT;;;Compute3:Slot 18;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;18;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 18;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002595-213228;4002607-213451;
Equipements IT;;;Compute3:Slot 19;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;19;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 19;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002596-213232;4002607-213451;
Equipements IT;;;Compute3:Slot 20;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;20;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 20;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002596-213236;4002607-213451;
Equipements IT;;;Compute3:Slot 22;;Mellanox Technologies;Spectrum SN2100;P3;Compute3;22;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.19;;;54.688;0.104;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-08T00:00:00.000Z;;;;Compute3:Slot 22;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.2;0.686;11;;0;4002596-213241;4002607-213451;
Equipements IT;;;Compute3:Slot 22;;Mellanox Technologies;Spectrum SN2100;P3;Compute3;22;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.19;;;54.688;0.104;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-08T00:00:00.000Z;;;;Compute3:Slot 22;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.2;0.686;11;;0;4002597-213244;4002607-213451;
Equipements IT;;;Compute3:Slot 24;;Edge-Core;AS4610-54T;P3;Compute3;24;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.093;;;50;0.046;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-01T00:00:00.000Z;;;;Compute3:Slot 24;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.44;0.35;5.38;;0;4002597-213250;4002607-213451;
Equipements IT;;;Compute3:Slot 26;;;Patch (48 Ports);P3;Compute3;26;;;Patch Panel;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;On;0;0;;;Non défini;;;;;;;;;;;;;;;;;;;Installé;2019-05-22T00:00:00.000Z;;;;Compute3:Slot 26;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.45;0.1;2;;0;4002597-213253;4002607-213451;
Equipements IT;;;Compute3:Slot 28;;;Patch (48 Ports);P3;Compute3;28;;;Patch Panel;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;On;0;0;;;Non défini;;;;;;;;;;;;;;;;;;;Installé;2019-05-22T00:00:00.000Z;;;;Compute3:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.45;0.1;2;;0;4002598-213256;4002607-213451;
Equipements IT;;;Compute3:Slot 30;;Mellanox Technologies;Spectrum SN2100;P3;Compute3;30;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.19;;;54.688;0.104;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-08T00:00:00.000Z;;;;Compute3:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.2;0.686;11;;0;4002598-213261;4002607-213451;
Equipements IT;;;Compute3:Slot 30;;Mellanox Technologies;Spectrum SN2100;P3;Compute3;30;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.19;;;54.688;0.104;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-08T00:00:00.000Z;;;;Compute3:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.2;0.686;11;;0;4002599-213264;4002607-213451;
Equipements IT;;;Compute3:Slot 32;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;32;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002599-213269;4002607-213451;
Equipements IT;;;Compute3:Slot 33;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;33;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002599-213273;4002607-213451;
Equipements IT;;;Compute3:Slot 34;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;34;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002599-213277;4002607-213451;
Equipements IT;;;Compute3:Slot 35;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;35;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002600-213281;4002607-213451;
Equipements IT;;;Compute3:Slot 36;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;36;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002600-213285;4002607-213451;
Equipements IT;;;Compute3:Slot 37;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;37;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 37;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002600-213289;4002607-213451;
Equipements IT;;;Compute3:Slot 38;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;38;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002600-213293;4002607-213451;
Equipements IT;;;Compute3:Slot 39;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;39;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 39;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002601-213297;4002607-213451;
Equipements IT;;;Compute3:Slot 40;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;40;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 40;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002601-213301;4002607-213451;
Equipements IT;;;Compute3:Slot 41;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;41;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 41;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002601-213305;4002607-213451;
Equipements IT;;;Compute3:Slot 42;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;42;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 42;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002601-213309;4002607-213451;
Equipements IT;;;Compute3:Slot 43;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;43;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 43;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002602-213313;4002607-213451;
Equipements IT;;;Compute3:Slot 44;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;44;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 44;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002602-213317;4002607-213451;
Equipements IT;;;Compute3:Slot 45;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;45;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 45;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002602-213321;4002607-213451;
Equipements IT;;;Compute3:Slot 46;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;46;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 46;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002602-213325;4002607-213451;
Equipements IT;;;Compute3:Slot 47;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;47;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 47;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002603-213329;4002607-213451;
Equipements IT;;;Compute3:Slot 48;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;48;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 48;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002603-213333;4002607-213451;
Equipements IT;;;Compute3:Slot 49;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;49;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 49;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002603-213337;4002607-213451;
Equipements IT;;;Compute3:Slot 50;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;50;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 50;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002603-213341;4002607-213451;
Equipements IT;;;Compute3:Slot 51;;HPE;ProLiant DL325 Gen10 Plus;P3;Compute3;51;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.439;;;50;0.22;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2018-07-16T00:00:00.000Z;;;;Compute3:Slot 51;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.435;0.826;25.9;;0;4002604-213345;4002607-213451;
Equipements IT;;;Data_Rack:Slot 01;;PureStorage;FA-X70;P3;Data_Rack;1;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;1.54;;;68;1.047;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;3;0.445;0.754;44;;0;4002617-213460;4002628-213681;
Equipements IT;;;Data_Rack:Slot 04;;Pure Storage;FlashArray X Direct Flash Shelf;P3;Data_Rack;4;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0.5;;;92;0.46;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2019-03-01T00:00:00.000Z;;;;Data_Rack:Slot 04;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;3;0.445;0.755;39.8;;0;4002618-213466;4002628-213681;
Equipements IT;;;Data_Rack:Slot 08;;PureStorage;FlashBlade;P3;Data_Rack;8;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;1.464;;;50;0.732;Monophasé;On;4;4;4;2;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;PDU 19;Non défini;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;Non-connecté;Non défini;;Data_Rack:Slot 08;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;4;0.445;0.75;75;;0;4002618-213473;4002628-213681;
Equipements IT;;;Data_Rack:Slot 13;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;13;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002618-213481;4002628-213681;
Equipements IT;;;Data_Rack:Slot 15;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;15;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002619-213486;4002628-213681;
Equipements IT;;;Data_Rack:Slot 17;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;17;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 17;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002619-213491;4002628-213681;
Equipements IT;;;Data_Rack:Slot 19;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;19;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 19;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002619-213496;4002628-213681;
Equipements IT;;;Data_Rack:Slot 21;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;21;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002620-213501;4002628-213681;
Equipements IT;;;Data_Rack:Slot 23;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;23;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002620-213506;4002628-213681;
Equipements IT;;;Data_Rack:Slot 25;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;25;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002620-213511;4002628-213681;
Equipements IT;;;Data_Rack:Slot 27;;HP;ProLiant DL380 Gen10 Server (12 LFF);P3;Data_Rack;27;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.518;;;50;0.259;Monophasé;On;2;2;2;1;Non défini;PDU 19;Non défini;;PDU 20;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;2;0.445;0.73;23.6;;0;4002620-213516;4002628-213681;
Equipements IT;;;Data_Rack:Slot 30;;Mellanox Technologies;Spectrum SN2100;P3;Data_Rack;30;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.19;;;54.688;0.104;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.2;0.686;11;;0;4002621-213522;4002628-213681;
Equipements IT;;;Data_Rack:Slot 30;;Mellanox Technologies;Spectrum SN2100;P3;Data_Rack;30;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.19;;;54.688;0.104;Monophasé;On;2;0;2;1;Non défini;Non-connecté;Non défini;;Non-connecté;Non défini;;;;;;;;;;;;;;Installé;2020-10-08T00:00:00.000Z;;;;Data_Rack:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.2;0.686;11;;0;4002621-213525;4002628-213681;
