Modele;Type;Fabricant;LONG_NAME;SHORT_NAME;SERIAL_NUMBER;ASSET_ID;ASSET_TAG;asset_number;Nom_de_la_salle;Reperage_ID_origin;Reperage_ID;End_Move_Target;STATUS_hpe;salle_Dest;Rack_U_Dest;olivier_index;PROJET_Responsable;A_FAIRE_VALIDER;Valide_O_N;AUTRE_PROPOSITION_ou_CONFIRMER;Termine_Oui_Non;Index_CC;from_source;status_CMDB;status_position_cmdb;status_asset_id;status_position;status_name;status_etat;status_global;status_etat_hpe;status_spec;status_cc;status_cc_2;status_cc_3;CMDB_Servers_Status;CMDB_Servers_Owner;Hauteur_U
BladeSystem c7000 Enclosure (Fully Populated);Serveurs;HP;CH119;CH119;CZ27510HRX;M-0000855640;RN000796;RN000796;P4;AB10:Slot 01;AB10:Slot 01;;6sigma Hpe;;;P4AB10:Slot 01;0-EXISTANT P3/P4;Guillaume Bailly;Oui;;;P4AB10:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
Synergy 12000 (Fully Populated);Châssis;HP;CH135;CH135;CZJ9270559;M-0000914518;RN001906;RN001906;P4;AB10:Slot 11;AB10:Slot 11;;6sigma Hpe;;;P4AB10:Slot 11;0-EXISTANT P3/P4;Guillaume Bailly;Oui;;;P4AB10:Slot 11;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
SG S500;Serveurs;Symantec;COSMOS43;COSMOS43;3617300008;M-0000885455;RN001294;RN001294;P4;AB10:Slot 33;AB10:Slot 33;;6sigma Hpe;;;P4AB10:Slot 33;0-EXISTANT P3/P4;Cecile Pialot;Oui;Ok validé par Eric T;;P4AB10:Slot 33;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
NetScaler MPX 5500 Load Balancer;Serveurs;Citrix;TUBIRON3;0;0;M-0000885538;0;0;P4;AB10:Slot 35;AB10:Slot 35;;6sigma Hpe;;;P4AB10:Slot 35;0-EXISTANT P3/P4;Fabrice Guermeur;;NetScaler;;P4AB10:Slot 35;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Power System E980 (9080-M9S) System Control Unit;Serveurs;IBM;Power E980SCU;0;0;M-0000911937;0;0;P4;HANA11:Slot 05;AB28:Slot 05;;6sigma Hpe;;;P4AB28:Slot 05;0-EXISTANT P3/P4;;;;;P4AB28:Slot 05;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Power System E980 (9080-M9S) System Node;Serveurs;IBM;Power E980EFN1-1;0;0;M-0000911937;0;0;P4;HANA11:Slot 07;AB28:Slot 07;;6sigma Hpe;;;P4AB28:Slot 07;0-EXISTANT P3/P4;;;;;P4AB28:Slot 07;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;5.0
Power System E980 (9080-M9S) System Node;Serveurs;IBM;Power E980EFN1-2;0;0;M-0000911937;0;0;P4;HANA11:Slot 12;AB28:Slot 12;;6sigma Hpe;;;P4AB28:Slot 12;0-EXISTANT P3/P4;;;;;P4AB28:Slot 12;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;5.0
Power System E980 (9080-M9S) System Node;Serveurs;IBM;Power E980EFN1-3;0;0;M-0000911937;0;0;P4;HANA11:Slot 17;AB28:Slot 17;;6sigma Hpe;;;P4AB28:Slot 17;0-EXISTANT P3/P4;;;;;P4AB28:Slot 17;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;5.0
7316-TF4;Autres;IBM;HANA11_KVM;0;0;M-0000911937;0;0;P4;HANA11:Slot 27;AB28:Slot 27;;6sigma Hpe;;;P4AB28:Slot 27;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB28:Slot 27;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
7310-CR3 Rack-mounted HMC;Serveurs;IBM;HANA11-HMC;HANA11-HMC;130H82A;M-0000911667;RN001835;RN001835;P4;HANA11:Slot 28;AB28:Slot 28;;6sigma Hpe;;;P4AB28:Slot 28;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB28:Slot 28;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_court;Installed;Trouvé - bon asset id - KO localisation - OK nom_court - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
EMX0 PCIe Gen3 I/O expansion drawer;Serveurs;IBM;Expansion #EMX0;0;0;M-0000911937;0;0;P4;HANA11:Slot 29;AB28:Slot 29;;6sigma Hpe;;;P4AB28:Slot 29;0-EXISTANT P3/P4;;;;;P4AB28:Slot 29;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
Storage V5030;Stockage;Lenovo;V5030E Controller;0;0;M-0000911937;0;0;P4;HANA11:Slot 33;AB28:Slot 33;;6sigma Hpe;;;P4AB28:Slot 33;0-EXISTANT P3/P4;;;;;P4AB28:Slot 33;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Storage V5030;Stockage;Lenovo;V5030E expansion1;0;0;M-0000911937;0;0;P4;HANA11:Slot 35;AB28:Slot 35;;6sigma Hpe;;;P4AB28:Slot 35;0-EXISTANT P3/P4;;;;;P4AB28:Slot 35;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Storage V5030;Stockage;Lenovo;V5030E expansion2;0;0;M-0000911937;0;0;P4;HANA11:Slot 37;AB28:Slot 37;;6sigma Hpe;;;P4AB28:Slot 37;0-EXISTANT P3/P4;;;;;P4AB28:Slot 37;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
TotalStorage SAN Switch 2005 Model H16;Switchs (Commutateurs);IBM;HANA11-SAN2;HANA11-SAN2;131117F;M-0000911672;RN001823;RN001823;P4;HANA11:Slot 39;AB28:Slot 39;;6sigma Hpe;;;P4AB28:Slot 39;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB28:Slot 39;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_court;Installed;Trouvé - bon asset id - KO localisation - OK nom_court - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
TotalStorage SAN Switch 2005 Model H16;Switchs (Commutateurs);IBM;HANA11-SAN1;HANA11-SAN1;131118C;M-0000911671;RN001822;RN001822;P4;HANA11:Slot 40;AB28:Slot 40;;6sigma Hpe;;;P4AB28:Slot 40;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB28:Slot 40;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Power System E980 (9080-M9S) System Control Unit;Serveurs;IBM;Power E980SCU1;0;0;M-0000948446;0;0;P4;HANA14:Slot 05;AB29:Slot 05;;6sigma Hpe;;;P4AB29:Slot 05;0-EXISTANT P3/P4;;;;;P4AB29:Slot 05;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Power System E980 (9080-M9S) System Node;Serveurs;IBM;Power E980EFN1-4;0;0;M-0000948446;0;0;P4;HANA14:Slot 07;AB29:Slot 07;;6sigma Hpe;;;P4AB29:Slot 07;0-EXISTANT P3/P4;;;;;P4AB29:Slot 07;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;5.0
Power System E980 (9080-M9S) System Node;Serveurs;IBM;Power E980EFN1-5;0;0;M-0000948446;0;0;P4;HANA14:Slot 12;AB29:Slot 12;;6sigma Hpe;;;P4AB29:Slot 12;0-EXISTANT P3/P4;;;;;P4AB29:Slot 12;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;5.0
Power System E980 (9080-M9S) System Node;Serveurs;IBM;Power E980EFN1-6;0;0;M-0000948446;0;0;P4;HANA14:Slot 17;AB29:Slot 17;;6sigma Hpe;;;P4AB29:Slot 17;0-EXISTANT P3/P4;;;;;P4AB29:Slot 17;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;5.0
7316-TF4;Autres;IBM;HANA14_KVM1;0;0;M-0000948446;0;0;P4;HANA14:Slot 27;AB29:Slot 27;;6sigma Hpe;;;P4AB29:Slot 27;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB29:Slot 27;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
7310-CR3 Rack-mounted HMC;Serveurs;IBM;HANA14-HMC1;0;0;M-0000948446;0;0;P4;HANA14:Slot 28;AB29:Slot 28;;6sigma Hpe;;;P4AB29:Slot 28;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB29:Slot 28;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
EMX0 PCIe Gen3 I/O expansion drawer;Serveurs;IBM;Expansion #EMX1;0;0;M-0000948446;0;0;P4;HANA14:Slot 29;AB29:Slot 29;;6sigma Hpe;;;P4AB29:Slot 29;0-EXISTANT P3/P4;;;;;P4AB29:Slot 29;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
Storage V5030;Stockage;Lenovo;V5030E Controller1;0;0;M-0000948446;0;0;P4;HANA14:Slot 33;AB29:Slot 33;;6sigma Hpe;;;P4AB29:Slot 33;0-EXISTANT P3/P4;;;;;P4AB29:Slot 33;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Storage V5030;Stockage;Lenovo;V5030E expansion3;0;0;M-0000948446;0;0;P4;HANA14:Slot 35;AB29:Slot 35;;6sigma Hpe;;;P4AB29:Slot 35;0-EXISTANT P3/P4;;;;;P4AB29:Slot 35;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Storage V5030;Stockage;Lenovo;V5030E expansion4;0;0;M-0000948446;0;0;P4;HANA14:Slot 37;AB29:Slot 37;;6sigma Hpe;;;P4AB29:Slot 37;0-EXISTANT P3/P4;;;;;P4AB29:Slot 37;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
TotalStorage SAN Switch 2005 Model H16;Switchs (Commutateurs);IBM;HANA14-SAN3;0;0;M-0000948446;0;0;P4;HANA14:Slot 39;AB29:Slot 39;;6sigma Hpe;;;P4AB29:Slot 39;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB29:Slot 39;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
TotalStorage SAN Switch 2005 Model H16;Switchs (Commutateurs);IBM;HANA14-SAN4;0;0;M-0000948446;0;0;P4;HANA14:Slot 40;AB29:Slot 40;;6sigma Hpe;;;P4AB29:Slot 40;0-EXISTANT P3/P4;Claire Romelot;;;;P4AB29:Slot 40;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
SPARC Enterprise M5000;Serveurs;Sun;SUM513;SUM513;BCF083908R;M-0000261676;AF047324;AF047324;P4;AE02:Slot 04;AE02:Slot 04;Sc1 P2P ACN Move;6sigma Hpe;P4;AE11:Slot 04;P4AE02:Slot 04;1-Projet ACN + RNT;Eric Tormos;Non;P4_ACN_HD_Rack_AE24;;P4AE02:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
Integrity RX7640;Serveurs;HP;HPRX23;HPRX2310;;M-0000241136;AF047043;AF047043;P4;AE05:Slot 04;AE05:Slot 04;;6sigma Hpe;;;P4AE05:Slot 04;0-EXISTANT P3/P4;;;;;P4AE05:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
Tipping Point Security Management System;Serveurs;HP;HPRX23-S001;0;0;M-0000600607;0;0;P4;AE05:Slot 14;AE05:Slot 14;;6sigma Hpe;;;P4AE05:Slot 14;0-EXISTANT P3/P4;;;;;P4AE05:Slot 14;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
SPARC Enterprise M5000;Serveurs;Sun;SUM501;SUM50102;;M-0000233128;2886630;2886630;P4;AE07:Slot 04;AE07:Slot 04;Sc5 Clean;6sigma Hpe;;;P4AE07:Slot 04;1-Projet ACN + RNT;Eric Tormos;Oui;CLEAN;;P4AE07:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Available;Trouvé - bon asset id - Bonne localisation - OK nom_court - Available;Available;NULL;CHIPRE Available;;;;;10.0
SPARC Enterprise M5000;Serveurs;Sun;SUM511;SUM511;BCF0825048;M-0000257644;AF047218;AF047218;P4;AE07:Slot 17;AE07:Slot 17;;6sigma Hpe;;;P4AE07:Slot 17;0-EXISTANT P3/P4;Eric Tormos;Oui;;;P4AE07:Slot 17;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
BladeSystem c7000 Enclosure (Fully Loaded);Serveurs;HP;CH033;CH033;CZJ515001X;M-0000697875;AF208541;AF208541;P4;AE08:Slot 01;AE08:Slot 01;;6sigma Hpe;;;P4AE08:Slot 01;0-EXISTANT P3/P4;Guillaume Bailly;Oui;;;P4AE08:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
BladeSystem c7000 Enclosure (Fully Loaded);Serveurs;HP;CH077;CH077;CZJ516045Q;M-0000696450;AF208540;AF208540;P4;AE08:Slot 11;AE08:Slot 11;Sc5 Clean;6sigma Hpe;;;P4AE08:Slot 11;1-Projet ACN + RNT;Guillaume Bailly;Oui;;;P4AE08:Slot 11;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
BladeSystem c7000 Enclosure (Fully Loaded);Serveurs;HP;CH080;CH080;CZJ51900NN;M-0000699756;AF208524;AF208524;P4;AE09:Slot 01;AE09:Slot 01;;6sigma Hpe;;;P4AE09:Slot 01;0-EXISTANT P3/P4;Guillaume Bailly;Oui;;;P4AE09:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
UCS C220 M4S;Serveurs;Cisco;NETPRIME02;NETPRIME02;FCH2022V10P;M-0000747596;AF207886;AF207886;P4;AE09:Slot 35;AE09:Slot 35;;6sigma Hpe;;;P4AE09:Slot 35;0-EXISTANT P3/P4;Cecile Pialot;;;;P4AE09:Slot 35;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_court;Installed;Trouvé - bon asset id - KO localisation - OK nom_court - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
UCS C220 M4S;Serveurs;Cisco;NETPRIME01;NETPRIME01;FCH2022V1Z6;M-0000747598;AF207885;AF207885;P4;AE09:Slot 36;AE09:Slot 36;;6sigma Hpe;;;P4AE09:Slot 36;0-EXISTANT P3/P4;Cecile Pialot;;;;P4AE09:Slot 36;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_court;Installed;Trouvé - bon asset id - KO localisation - OK nom_court - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Ethernet 24p;Autres;APC;HUB41;0;0;M-0000718101;0;0;P4;AE09:Slot 38;AE09:Slot 38;;6sigma Hpe;;;P4AE09:Slot 38;0-EXISTANT P3/P4;;;;;P4AE09:Slot 38;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
BladeSystem c7000 Enclosure (Fully Loaded);Serveurs;HP;CH083;CH083;CZ254408QW;M-0000731951;AF207464;AF207464;P4;AE10:Slot 01;AE10:Slot 01;;6sigma Hpe;;;P4AE10:Slot 01;0-EXISTANT P3/P4;Guillaume Bailly;Oui;;;P4AE10:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
BladeSystem c7000 Enclosure (Fully Loaded);Serveurs;HP;CH121;CH121;CZ27510HRY;M-0000855650;RN000795;RN000795;P4;AE10:Slot 11;AE10:Slot 11;;6sigma Hpe;;;P4AE10:Slot 11;0-EXISTANT P3/P4;Guillaume Bailly;Oui;;;P4AE10:Slot 11;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
DS460C;Stockage;NetApp;NP1VLB_DSK;0;0;M-0000964867;0;0;P4;AE33:Slot 13;AE33:Slot 13;;6sigma Hpe;;;P4AE33:Slot 13;0-EXISTANT P3/P4;;;;;P4AE33:Slot 13;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
FAS8300;Stockage;NetApp;NP1VLB-01/02;0;0;M-0000964867;0;0;P4;AE33:Slot 17;AE33:Slot 17;;6sigma Hpe;;;P4AE33:Slot 17;0-EXISTANT P3/P4;;;;;P4AE33:Slot 17;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;4.0
Sunfire X4275;Serveurs;Sun Microsystems;;0;0;M-0000760776;0;0;P4;F24:Slot 01;F24:Slot 01;;6sigma Hpe;;;P4F24:Slot 01;0-EXISTANT P3/P4;RCI;;;;P4F24:Slot 01;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Sunfire X4275;Serveurs;Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 03;F24:Slot 03;;6sigma Hpe;;;P4F24:Slot 03;0-EXISTANT P3/P4;RCI;;;;P4F24:Slot 03;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Sunfire X4275;Serveurs;Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 05;F24:Slot 05;;6sigma Hpe;;;P4F24:Slot 05;0-EXISTANT P3/P4;RCI;;;;P4F24:Slot 05;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Datacenter InfiniBand Switch 36;Switchs (Commutateurs);Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 07;F24:Slot 07;;6sigma Hpe;;;P4F24:Slot 07;0-EXISTANT P3/P4;;;Voir RCI (Lionel GUISTI);;P4F24:Slot 07;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Sunfire X4170;Serveurs;Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 15;F24:Slot 15;;6sigma Hpe;;;P4F24:Slot 15;0-EXISTANT P3/P4;RCI;;;;P4F24:Slot 15;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Sunfire X4170;Serveurs;Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 16;F24:Slot 16;;6sigma Hpe;;;P4F24:Slot 16;0-EXISTANT P3/P4;RCI;;;;P4F24:Slot 16;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Datacenter InfiniBand Switch 36;Switchs (Commutateurs);Sun Microsystems;;0;0;M-0000904187;0;0;P4;F24:Slot 19;F24:Slot 19;;6sigma Hpe;;;P4F24:Slot 19;0-EXISTANT P3/P4;;;Voir RCI (Lionel GUISTI);;P4F24:Slot 19;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Reserved;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Reserved;Reserved;NULL;CHIPRE Reserved;;;;;1.0
Datacenter InfiniBand Switch 36;Switchs (Commutateurs);Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 20;F24:Slot 20;;6sigma Hpe;;;P4F24:Slot 20;0-EXISTANT P3/P4;;;Voir RCI (Lionel GUISTI);;P4F24:Slot 20;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Datacenter InfiniBand Switch 36;Switchs (Commutateurs);Sun Microsystems;;0;0;M-0000760780;0;0;P4;F24:Slot 21;F24:Slot 21;;6sigma Hpe;;;P4F24:Slot 21;0-EXISTANT P3/P4;;;Voir RCI (Lionel GUISTI);;P4F24:Slot 21;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
ZFS Storage ZS3-2;Stockage;Oracle;;0;0;M-0000760780;0;0;P4;F24:Slot 25;F24:Slot 25;;6sigma Hpe;;;P4F24:Slot 25;0-EXISTANT P3/P4;;;;;P4F24:Slot 25;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
ZFS Storage ZS3-2;Stockage;Oracle;;0;0;M-0000678190;0;0;P4;F24:Slot 27;F24:Slot 27;;6sigma Hpe;;;P4F24:Slot 27;0-EXISTANT P3/P4;;;;;P4F24:Slot 27;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
DE2-24C;Serveurs;Oracle;;0;0;M-0000760780;0;0;P4;F24:Slot 29;F24:Slot 29;;6sigma Hpe;;;P4F24:Slot 29;0-EXISTANT P3/P4;;;;;P4F24:Slot 29;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
DE2-24C;Serveurs;Oracle;;0;0;M-0000760780;0;0;P4;F24:Slot 33;F24:Slot 33;;6sigma Hpe;;;P4F24:Slot 33;0-EXISTANT P3/P4;;;;;P4F24:Slot 33;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;4.0
